Timestamp;Trend Flags;Status;Value
27-Dec-24 3:14:54 PM WEST,{start},{ok},Fermé
27-Dec-24 8:48:05 PM WEST,{ },{ok},Ouvert
27-Dec-24 9:08:41 PM WEST,{ },{ok},Fermé
27-Dec-24 9:08:42 PM WEST,{ },{ok},Ouvert
27-Dec-24 9:09:00 PM WEST,{ },{ok},Fermé
17-Jan-25 1:05:49 PM WEST,{start},{ok},Fermé
28-Jan-25 4:53:16 PM WEST,{start},{ok},Fermé
29-Jan-25 9:27:29 AM WEST,{start},{ok},Fermé
30-Jan-25 10:07:55 PM WEST,{start},{ok},Fermé
11-Feb-25 11:37:28 AM WEST,{start},{ok},Fermé
12-Feb-25 2:26:00 AM WEST,{ },{down},Fermé
12-Feb-25 2:54:27 AM WEST,{ },{ok},Fermé
13-Feb-25 3:38:42 PM WEST,{start},{ok},Fermé
13-Feb-25 4:42:35 PM WEST,{start},{ok},Fermé
14-Feb-25 9:28:33 AM WEST,{start},{ok},Fermé
17-Feb-25 12:29:06 PM WEST,{ },{ok},Ouvert
17-Feb-25 2:26:49 PM WEST,{ },{ok},Fermé
17-Feb-25 2:27:02 PM WEST,{ },{ok},Ouvert
17-Feb-25 2:27:07 PM WEST,{ },{ok},Fermé
17-Feb-25 2:27:16 PM WEST,{ },{ok},Ouvert
17-Feb-25 2:27:20 PM WEST,{ },{ok},Fermé
17-Feb-25 2:28:06 PM WEST,{ },{ok},Ouvert
17-Feb-25 3:35:53 PM WEST,{ },{ok},Fermé
17-Feb-25 3:37:35 PM WEST,{ },{ok},Ouvert
17-Feb-25 3:37:42 PM WEST,{ },{ok},Fermé
17-Feb-25 3:38:23 PM WEST,{ },{ok},Ouvert
17-Feb-25 3:42:34 PM WEST,{ },{ok},Fermé
17-Feb-25 3:46:54 PM WEST,{ },{ok},Ouvert
17-Feb-25 4:03:39 PM WEST,{ },{ok},Fermé
17-Feb-25 4:09:19 PM WEST,{ },{ok},Ouvert
17-Feb-25 4:19:08 PM WEST,{ },{ok},Fermé
17-Feb-25 4:26:56 PM WEST,{ },{ok},Ouvert
17-Feb-25 4:27:19 PM WEST,{ },{ok},Fermé
17-Feb-25 4:27:51 PM WEST,{ },{ok},Ouvert
17-Feb-25 4:33:38 PM WEST,{ },{ok},Fermé
18-Feb-25 11:00:18 AM WEST,{ },{ok},Ouvert
18-Feb-25 4:34:47 PM WEST,{ },{ok},Fermé
18-Feb-25 4:46:02 PM WEST,{ },{ok},Ouvert
18-Feb-25 4:46:24 PM WEST,{ },{ok},Fermé
18-Feb-25 4:46:26 PM WEST,{ },{ok},Ouvert
18-Feb-25 4:46:31 PM WEST,{ },{ok},Fermé
18-Feb-25 5:03:32 PM WEST,{ },{ok},Ouvert
18-Feb-25 5:03:35 PM WEST,{ },{ok},Fermé
18-Feb-25 5:05:21 PM WEST,{ },{ok},Ouvert
18-Feb-25 5:05:22 PM WEST,{ },{ok},Fermé
18-Feb-25 5:24:14 PM WEST,{ },{ok},Ouvert
18-Feb-25 5:24:20 PM WEST,{ },{ok},Fermé
18-Feb-25 5:24:51 PM WEST,{ },{ok},Ouvert
18-Feb-25 5:25:26 PM WEST,{ },{ok},Fermé
18-Feb-25 5:25:50 PM WEST,{ },{ok},Ouvert
18-Feb-25 5:26:14 PM WEST,{ },{ok},Fermé
18-Feb-25 5:26:56 PM WEST,{ },{ok},Ouvert
18-Feb-25 5:27:02 PM WEST,{ },{ok},Fermé
18-Feb-25 5:40:16 PM WEST,{ },{ok},Ouvert
18-Feb-25 5:42:57 PM WEST,{ },{ok},Fermé
18-Feb-25 5:45:54 PM WEST,{ },{ok},Ouvert
18-Feb-25 5:58:11 PM WEST,{ },{ok},Fermé
19-Feb-25 1:45:17 PM WEST,{ },{ok},Ouvert
19-Feb-25 1:45:27 PM WEST,{ },{ok},Fermé
19-Feb-25 1:45:28 PM WEST,{ },{ok},Ouvert
19-Feb-25 1:45:31 PM WEST,{ },{ok},Fermé
19-Feb-25 1:54:30 PM WEST,{ },{ok},Ouvert
19-Feb-25 1:54:59 PM WEST,{ },{ok},Fermé
19-Feb-25 2:00:58 PM WEST,{ },{ok},Ouvert
19-Feb-25 2:01:03 PM WEST,{ },{ok},Fermé
19-Feb-25 2:01:13 PM WEST,{ },{ok},Ouvert
19-Feb-25 2:01:24 PM WEST,{ },{ok},Fermé
20-Feb-25 8:58:50 AM WEST,{start},{ok},Fermé
20-Feb-25 9:00:32 AM WEST,{start},{ok},Fermé
21-Feb-25 2:54:25 PM WEST,{ },{ok},Ouvert
21-Feb-25 3:09:00 PM WEST,{ },{ok},Fermé
26-Feb-25 2:16:37 AM WET,{ },{down},Fermé
26-Feb-25 2:21:45 AM WET,{ },{ok},Fermé
26-Feb-25 12:24:23 PM WET,{ },{ok},Ouvert
26-Feb-25 12:24:46 PM WET,{ },{ok},Fermé
26-Feb-25 12:24:57 PM WET,{ },{ok},Ouvert
26-Feb-25 12:35:23 PM WET,{ },{ok},Fermé
26-Feb-25 12:55:20 PM WET,{ },{ok},Ouvert
26-Feb-25 12:55:23 PM WET,{ },{ok},Fermé
26-Feb-25 12:56:32 PM WET,{ },{ok},Ouvert
26-Feb-25 12:56:36 PM WET,{ },{ok},Fermé
26-Feb-25 12:56:37 PM WET,{ },{ok},Ouvert
26-Feb-25 12:59:56 PM WET,{ },{ok},Fermé
28-Feb-25 1:52:57 AM WET,{ },{down},Fermé
28-Feb-25 1:58:09 AM WET,{ },{ok},Fermé
04-Mar-25 12:20:20 PM WET,{ },{ok},Ouvert
04-Mar-25 12:33:42 PM WET,{ },{ok},Fermé
04-Mar-25 12:34:26 PM WET,{ },{ok},Ouvert
04-Mar-25 12:34:34 PM WET,{ },{ok},Fermé
19-Mar-25 1:12:19 PM WET,{ },{ok},Ouvert
19-Mar-25 1:12:25 PM WET,{ },{ok},Fermé
25-Mar-25 2:19:52 PM WET,{ },{ok},Ouvert
25-Mar-25 2:19:57 PM WET,{ },{ok},Fermé
25-Mar-25 2:28:56 PM WET,{ },{ok},Ouvert
25-Mar-25 2:29:27 PM WET,{ },{ok},Fermé
25-Mar-25 2:29:52 PM WET,{ },{ok},Ouvert
25-Mar-25 2:29:54 PM WET,{ },{ok},Fermé
25-Mar-25 2:33:21 PM WET,{ },{ok},Ouvert
25-Mar-25 2:33:27 PM WET,{ },{ok},Fermé
25-Mar-25 2:34:09 PM WET,{ },{ok},Ouvert
25-Mar-25 2:34:12 PM WET,{ },{ok},Fermé
25-Mar-25 3:02:54 PM WET,{ },{ok},Ouvert
25-Mar-25 3:02:59 PM WET,{ },{ok},Fermé
25-Mar-25 3:03:09 PM WET,{ },{ok},Ouvert
25-Mar-25 3:03:11 PM WET,{ },{ok},Fermé
25-Mar-25 3:03:12 PM WET,{ },{ok},Ouvert
25-Mar-25 3:03:16 PM WET,{ },{ok},Fermé
25-Mar-25 3:14:56 PM WET,{ },{ok},Ouvert
25-Mar-25 3:15:01 PM WET,{ },{ok},Fermé
25-Mar-25 3:15:19 PM WET,{ },{ok},Ouvert
25-Mar-25 3:15:22 PM WET,{ },{ok},Fermé
25-Mar-25 3:15:53 PM WET,{ },{ok},Ouvert
25-Mar-25 3:15:56 PM WET,{ },{ok},Fermé
25-Mar-25 4:20:21 PM WET,{ },{ok},Ouvert
25-Mar-25 4:20:24 PM WET,{ },{ok},Fermé
25-Mar-25 4:20:32 PM WET,{ },{ok},Ouvert
25-Mar-25 4:20:35 PM WET,{ },{ok},Fermé
25-Mar-25 4:34:39 PM WET,{ },{ok},Ouvert
25-Mar-25 4:34:42 PM WET,{ },{ok},Fermé
25-Mar-25 4:35:32 PM WET,{ },{ok},Ouvert
25-Mar-25 4:35:38 PM WET,{ },{ok},Fermé
25-Mar-25 4:35:59 PM WET,{ },{ok},Ouvert
25-Mar-25 4:36:01 PM WET,{ },{ok},Fermé
25-Mar-25 4:40:14 PM WET,{ },{ok},Ouvert
25-Mar-25 4:40:18 PM WET,{ },{ok},Fermé
25-Mar-25 4:40:26 PM WET,{ },{ok},Ouvert
25-Mar-25 4:40:49 PM WET,{ },{ok},Fermé
25-Mar-25 4:40:57 PM WET,{ },{ok},Ouvert
25-Mar-25 4:40:59 PM WET,{ },{ok},Fermé
09-Apr-25 2:04:58 AM WEST,{ },{ok},Ouvert
09-Apr-25 4:17:17 AM WEST,{ },{ok},Fermé
09-Apr-25 11:58:33 AM WEST,{ },{ok},Ouvert
09-Apr-25 12:53:23 PM WEST,{ },{ok},Fermé
09-Apr-25 4:23:38 PM WEST,{start},{ok},Fermé
13-Apr-25 8:05:42 PM WEST,{start},{ok},Fermé
18-Apr-25 9:45:45 AM WEST,{ },{ok},Ouvert
18-Apr-25 9:45:46 AM WEST,{ },{ok},Fermé
18-Apr-25 9:45:47 AM WEST,{ },{ok},Ouvert
18-Apr-25 9:48:57 AM WEST,{ },{down},Ouvert
18-Apr-25 11:25:10 AM WEST,{ },{ok},Ouvert
18-Apr-25 11:41:09 AM WEST,{ },{ok},Fermé
18-Apr-25 11:41:10 AM WEST,{ },{ok},Ouvert
18-Apr-25 11:41:11 AM WEST,{ },{ok},Fermé
18-Apr-25 11:41:18 AM WEST,{ },{ok},Ouvert
18-Apr-25 11:41:19 AM WEST,{ },{ok},Fermé
18-Apr-25 11:41:44 AM WEST,{ },{ok},Ouvert
18-Apr-25 11:45:13 AM WEST,{ },{ok},Fermé
18-Apr-25 11:45:14 AM WEST,{ },{ok},Ouvert
18-Apr-25 11:45:17 AM WEST,{ },{ok},Fermé
18-Apr-25 11:45:34 AM WEST,{ },{ok},Ouvert
18-Apr-25 11:52:11 AM WEST,{ },{ok},Fermé
18-Apr-25 11:52:18 AM WEST,{ },{ok},Ouvert
18-Apr-25 11:54:17 AM WEST,{ },{ok},Fermé
20-Apr-25 9:24:54 AM WEST,{ },{ok},Ouvert
20-Apr-25 10:28:27 AM WEST,{ },{ok},Fermé
20-Apr-25 10:44:10 AM WEST,{ },{ok},Ouvert
20-Apr-25 10:44:13 AM WEST,{ },{ok},Fermé
20-Apr-25 10:46:26 AM WEST,{ },{ok},Ouvert
20-Apr-25 10:46:34 AM WEST,{ },{ok},Fermé
20-Apr-25 10:51:39 AM WEST,{ },{ok},Ouvert
20-Apr-25 10:51:42 AM WEST,{ },{ok},Fermé
23-Apr-25 12:10:55 PM WEST,{start},{ok},Fermé
25-Apr-25 11:21:20 AM WEST,{ },{ok},Ouvert
25-Apr-25 11:21:28 AM WEST,{ },{ok},Fermé
25-Apr-25 11:24:26 AM WEST,{ },{ok},Ouvert
25-Apr-25 11:24:32 AM WEST,{ },{ok},Fermé
25-Apr-25 12:51:39 PM WEST,{ },{ok},Ouvert
25-Apr-25 12:56:02 PM WEST,{ },{ok},Fermé
25-Apr-25 12:56:04 PM WEST,{ },{ok},Ouvert
25-Apr-25 12:58:07 PM WEST,{ },{ok},Fermé
25-Apr-25 12:58:10 PM WEST,{ },{ok},Ouvert
25-Apr-25 12:58:11 PM WEST,{ },{ok},Fermé
15-May-25 4:22:45 PM WEST,{ },{ok},Ouvert
15-May-25 5:20:54 PM WEST,{ },{ok},Fermé
17-May-25 1:09:46 PM WEST,{ },{ok},Ouvert
17-May-25 1:41:46 PM WEST,{ },{ok},Fermé
20-May-25 9:01:32 AM WEST,{start},{ok},Fermé
23-May-25 10:42:34 AM WEST,{ },{ok},Ouvert
23-May-25 10:42:35 AM WEST,{ },{ok},Fermé
23-May-25 10:42:38 AM WEST,{ },{ok},Ouvert
23-May-25 11:36:12 AM WEST,{ },{ok},Fermé
03-Jun-25 12:20:08 PM WEST,{ },{ok},Ouvert
03-Jun-25 5:08:14 PM WEST,{ },{ok},Fermé
03-Jun-25 5:45:30 PM WEST,{ },{ok},Ouvert
03-Jun-25 5:45:34 PM WEST,{ },{ok},Fermé
03-Jun-25 5:46:11 PM WEST,{ },{ok},Ouvert
03-Jun-25 5:46:15 PM WEST,{ },{ok},Fermé
12-Jun-25 11:10:52 AM WEST,{start},{ok},Fermé
12-Jun-25 12:16:54 PM WEST,{start},{ok},Fermé
12-Jun-25 12:26:50 PM WEST,{start},{ok},Fermé
12-Jun-25 12:29:23 PM WEST,{start},{ok},Fermé
15-Jun-25 12:52:47 PM WEST,{ },{ok},Ouvert
15-Jun-25 12:52:58 PM WEST,{ },{ok},Fermé
15-Jun-25 12:54:16 PM WEST,{ },{ok},Ouvert
15-Jun-25 12:54:21 PM WEST,{ },{ok},Fermé
15-Jun-25 12:55:35 PM WEST,{ },{ok},Ouvert
15-Jun-25 12:55:39 PM WEST,{ },{ok},Fermé
15-Jun-25 12:58:24 PM WEST,{ },{ok},Ouvert
15-Jun-25 12:58:27 PM WEST,{ },{ok},Fermé
19-Jun-25 1:01:54 PM WEST,{ },{down},Fermé
23-Jun-25 11:46:07 AM WEST,{start},"{down,stale}",Ouvert
23-Jun-25 11:50:04 AM WEST,{ },{stale},Ouvert
23-Jun-25 11:50:04 AM WEST,{ },{ok},Fermé
25-Jun-25 9:31:43 AM WEST,{start},{ok},Fermé
02-Jul-25 12:29:13 PM WEST,{start},{ok},Fermé
09-Jul-25 3:49:23 PM WEST,{start},{ok},Fermé
09-Jul-25 5:30:36 PM WEST,{start},{ok},Fermé
10-Jul-25 11:07:38 AM WEST,{ },{ok},Ouvert
10-Jul-25 1:01:12 PM WEST,{ },{ok},Fermé
10-Jul-25 1:01:18 PM WEST,{ },{ok},Ouvert
10-Jul-25 1:01:22 PM WEST,{ },{ok},Fermé
10-Jul-25 1:01:23 PM WEST,{ },{ok},Ouvert
10-Jul-25 1:01:47 PM WEST,{ },{ok},Fermé
14-Jul-25 3:36:30 PM WEST,{ },{ok},Ouvert
14-Jul-25 3:36:52 PM WEST,{ },{ok},Fermé
14-Jul-25 3:39:23 PM WEST,{ },{ok},Ouvert
14-Jul-25 3:39:33 PM WEST,{ },{ok},Fermé
14-Jul-25 3:45:44 PM WEST,{ },{ok},Ouvert
14-Jul-25 4:12:11 PM WEST,{ },{ok},Fermé
14-Jul-25 4:13:41 PM WEST,{ },{ok},Ouvert
14-Jul-25 4:13:44 PM WEST,{ },{ok},Fermé
14-Jul-25 4:34:48 PM WEST,{ },{ok},Ouvert
14-Jul-25 5:17:00 PM WEST,{ },{ok},Fermé
16-Jul-25 2:20:45 PM WEST,{start},{ok},Fermé
22-Jul-25 1:16:17 PM WEST,{ },{ok},Ouvert
22-Jul-25 2:13:20 PM WEST,{ },{ok},Fermé
22-Jul-25 2:15:17 PM WEST,{ },{ok},Ouvert
22-Jul-25 2:19:36 PM WEST,{ },{ok},Fermé
23-Jul-25 4:31:11 PM WEST,{start},{ok},Fermé
23-Jul-25 4:41:37 PM WEST,{start},{ok},Fermé
04-Aug-25 2:49:10 PM WEST,{ },{ok},Ouvert
04-Aug-25 2:55:37 PM WEST,{ },{ok},Fermé
04-Aug-25 3:06:57 PM WEST,{ },{ok},Ouvert
04-Aug-25 3:07:02 PM WEST,{ },{ok},Fermé
04-Aug-25 3:07:03 PM WEST,{ },{ok},Ouvert
04-Aug-25 3:07:04 PM WEST,{ },{ok},Fermé
04-Aug-25 3:13:15 PM WEST,{ },{ok},Ouvert
04-Aug-25 3:24:37 PM WEST,{ },{ok},Fermé
04-Aug-25 3:24:38 PM WEST,{ },{ok},Ouvert
04-Aug-25 3:24:49 PM WEST,{ },{ok},Fermé
06-Aug-25 11:18:23 AM WEST,{ },{ok},Ouvert
06-Aug-25 11:18:32 AM WEST,{ },{ok},Fermé
06-Aug-25 11:29:38 AM WEST,{ },{ok},Ouvert
06-Aug-25 11:31:03 AM WEST,{ },{ok},Fermé
06-Aug-25 11:35:36 AM WEST,{ },{ok},Ouvert
06-Aug-25 11:35:40 AM WEST,{ },{ok},Fermé
